text	sentiment_category
sipariş verdikten en koda sürede ürün elime ulaştı güzel telefon lakin faturasına ulaşamıyorum yardımcı olur musunuz	1
telefon ilgili yorumum yok phone 11 kese kağıdına telefonu sarıp kutuya koyup gönderen amazon beklemezdim	0
pil seviyesi aldıktan 2.5 ay %100 dü bu anda %98 olmuş aslında doğru şarj ediyorum %80 cikariyorum %20 bin altına indirmiyorum şarjı memnun kalmadım	1
ürünümün faturası iletilmedi hala faturamı istiyorum lütfen	1
ürünün paketlenmesi kargonun hızı gayet güzeldi ürün geldiğinde faturadaki imei numarası cihazın kutusundaki imei numarası farklıydı sanırım paketlerken karışıklık olmuş gayet hızlı şekilde iademi aldılar param 7 gün hesabıma yatırılacak yeniden satın alım yapacağım dikkatli olunmasını temenni ediyorum teşekkürler amazon	1
ürün satın aldıktan indirime girmiş olması bende aldatılmış hissiyatı uyandırıp alışveriş deneyimimi olumsuzladı	1
ürünün faturasını e-mail olarak istiyorum	1
fatura bilgisi istiyorum	0
içindeki şarj kablosu osb uçlu değil	0
taksit oluyor	0
ürün eksiksiz faturamı bulamadım	1
telefonu amazon satıcısından sıfır olarak aldım telefon sürekli kapanıp açılıyordu apple servise başvurdum apple telefona yetkisiz müdahale olduğu telefonumu garanti dışı bıraktı olur sıfır almıştım kesinlikle müdahale etmemiştim tüketici mahkemesine başvurdum telefonumu bilir kişi inceledi telefon orijinal olmayan kartlar çıkmasın amazonu arayıp durumu bildirdim telefonumu geri istediler tamam mağdur olmayacağım dedim mi oldu tam 3 aydır telefonum gasp edilmiş durumda sonuçlanmış hiçbir yok üstelik geri gönderin talebime doğru düzgün aksiyon alınmış değil alacak olan arkadaşlara kısa not satıcı amazon dahi olsa almayın arka planda neler dönüyor bilir	1
ürün güzel fatura lazım oldu müşteri hizmetleri aradım işe yaramadı bu fatura ürün üzerinde yollamak çok zor	1
telefonu babam kullanıyordu alındıktan kontrollerini yaptım 2-3 gün wifi sinde sıkıntı olduğunu farkettim apple desteği aradım uzaktan yaptı düzelmiş gibiydi zaman geçti günümüze geldik kontrol edemedim fırsatım olmadı sorduğumda sıkıntı yok dedi babam i̇nternet'in kullanmış temmuz apple cihazın sadece ekranını değiştirdi ürün kusurlu gelmişti i̇stanbul akasya görevli kadın agresif saygıdan yoksuldu ürünü almadan çıktım hakkında apple şikayette bulundum telefonda arayıp konuştuğumda apple direk bizden alınsaydı cümlesini kullanıp geveledi kısaca ürünü gidip mağazadan alın aldığınız zaman kontrollerini yaptırın şuan cihazımın değeri düştü kullanıcı hatası değil akasya insan ilişkilerinde berbat	0
şarj takma yerinde sanki darbe almış nokta şeklinde çizik perşembe günü geldi açılış hariç kullanamadım sitesinden şarj adaptörü sipariş etmiştim gelmedi açtığımda ürün %65 şarjı vardı toplamda 3 gün boyunca 40 de ekran süresi olmasına şarjı %19 adaptör gelene cihazı tam kapatıp koydum şarj yerindeki çizik canımı sıkıyor şarjının su gitmesi hoşuma gitmedi 7 yıllık telefonum iyi gelmeye başladı şarj etmediğim içindir diyerek adaptörü bekleyeceğim altında çizik olacak bilmiyorum sıfır cihazda çizik olabilir i̇ade edeceğim sanırım	0
ürünü iade edeceğim	0
satın alınan ürünlerin alıcıya en kısa sürede ulaşmasının garantisini verdiğiniz amazondan alışveriş yapıyoruz son zamanlarda anlaştığınız malum kargo şirketi yüzünden teslimat gecikti ufak alışveriş olsa sorun değil insanlar ertesi gün teslimat iddia ettiğiniz güvenip ürünleri satın alıyorsa vaadinizi getirmeniz gerekir son zamanlardaki teslimat gecikmelerinden çok sıkıldık en azından teknolojik ürünler konusunda dikkatli olsanız güzel olur kısa zamanda yeni şirketle çalışılmanızı dilerim telefon gayet güzel fiyat performans ürünü model	1
ürün apple sitesinden sorgulama yaptığımda 1 yıl garantili görünüyor kurulumdan güncellemezseler iade edeceğim	0
telefon kamerası tost makinesi gibiydi yerde 17500 iken amazon 16380 il olduğu aldım kamera dokunmatiği bozuk geldi sanırım yenilenmiş değiştirilmiş üründü face iş okumuyordu başka birindeki phone 11 kıyaslayınca farkı gördüm hemen gün iade edip gönderdim yeni telefonu reel mağazadan aldım amazon konuda gerçekten harika politikaya sahip prime üyesi olduğum koşulsuz iade aldı müşteri hizmetlerinin ilgisi çok güzeldi ürün gözle görülür şekilde kusurlu geldi	1
merhabalar özellikle fatura bilgilerimi iletmeme alakasız adres bilgiler yer almaktadır	0
ürün sıkıntısız şekilde çalışıyorum apple kalitesi kendinden söz ettiriyor ürün paketleme olsun kutu deformasyonu olsun berbat 20.000 ye yakın cihaz alıyorsun paketleme hiçbir firma yapmaz yapan amazon olunca yakıştıramıyorum güvenip alıyoruz aylıkta prime ücreti veriyoruz ürün paketleme rezalet ürün sallana sallana darbe alarak geliyor	1
aldığım 4. stanley termos farklı yerlerden 2 tane 0.47 il 1 tane 1 litre kapasiteli terkos'larım vardı amazondan 1.9 litre kapasiteli siyah termos aldım ürün siparişimin 3. gününde elime ulaştı paketlenmesi kargo süreci çok iyiydi normal şartlarda satın aldığım ürünlere yorum yapmam stanley kalitesi hakikaten ortada ürün paketleme kargo süreci ilgili olumsuz yorumları okudum yazmak istedim yazılanlara aldırış etmeyin derim	1
test etmek amacıyla sabah 11.00 kaynar su koydum ertesi gün açtım 24 saat sonunda buharı üzerinde hala kaynar haldeydi 33. saatinde sonunda hala el yakar vaziyette buhar çıkarıyordu kısacası oldukça başarılı arkadaşlar ayrıca darbesiz sağlam şekilde elime ulaştı başka markaları denemiş olarak kesinlikle tavsiye ederim	1
ürünü sadece piknik zamanları düşünmeyin hergün kullandığım ürün kettle'da su kaynat içine 2 demlik poşeti at biraz bekle akşama istediğin zaman çayını bardağına dök soğuyan çaylarla uğraşmadan sürekli kaynatma modunda bekleyen elektrik harcayan kettle'lara gerek kalmadan istediğiniz zaman çay içebileceğiniz harika ürün	0
uzun süre sıcak tutuyor yolculukta 38 saat sıcaktı çayımız aynı markanın 0,35 il aldım trendyol sitesinden 2 saate kahve ılık iade ettim kabul edilmedi kargolanası kötüymüş ürünü test edeceklerine kargılamayı bahane ederek geri yolladılar trendyol arkasında olmadı sattığı ürünün sahte üründü yüzden amazondan alışverişlerimi yapıyorum	0
gece 01:00’de verdiğim sipariş i̇zmit’e sabah 11’de geldi çok hızlı özenli kargo stanley termos 3-4 kişi yeterli büyüklükte akıtmıyor 24 saat denedim sıcak tuttu 1,4 lt’de sipariş edeceğim	0
test dışarıda hava 8. 9 derece bıraktım24 saat 83 derece ki gördümyazın diş ortam sıcak olacaktır süre 36 saat rahat görür 15 karton bardak 0.7 oz ölçüde sıcak su alıyor	0
ürün iyi paketlenmiş sorunsuz olarak geldiürün denemesi yaptım 24 saat sürede sıcak suyu koyduğum gibiydi gerçek çok başarılı ürün tavsiye ederim	1
beklentilerimi karşıladı piknik yada mama suyu için yolda işinize yarayacak ürün kaynar su 5 gün mama suyu olarak kullanabilecek seviyede idi ilk 2 gün çay yapılacak sıcaklıkta	1
ürün uzun ömürlü kullanışlı ömür boyu garanti vermesi firmanın ürününün olan güvenini yeterince ispatlıyor	1
termos gerçekten uzun süre soğuk sıcaklık farkını çok iyi koruyor ayrıca örneğin içine çay koyacaksanız sıcak su termosu iyice çalkalayın ısı kaybını engellemiş olursunuz aynı hareketi soğuk içecekler yapmalısınız çok tıpa kapağını açarsanız fazla ısı kaybı yaşamış olacaksınız sonrada istenilen süreleri yakalayamadığını söyleyen çoğuinsandan olursunuz	1
defolu ürün gönderilmiş kapağı çok kötü darbe almış i̇ade ediyorum	0
ürün anlattığı değil aldım getirdim çay doldurdum 2 saat çayı buz yaptı aldığıma pişman oldum geri iade ettim	0
merhaba 17 ocakta aldım şuan 2. kullanmam 2 kullanımdada 10. saatte içindeki çayı koyduğumda soğumuştu 12. saatte açtım bugünde soğuktu termos bozuk bence değişmesini talep ediyorum	0
ürünün kapak tabanı ezik geldi sadece kağıda sarılmış şekilde gönderilmiş amazona yakıştırmadım yurtdışı ürün olduğu i̇ade işlemi çok zaman alacak aldığım fiyattan yüksek fiyata almak zorunda kalıca ürünü iade etmek istedim 300 lira kesinti yapıyor amazon yurtdışı alışveriş yapmayacağım	1
kameralar önünde açtığım stanley 1.9 lt termosun kapağı hasarlı çıktı	0
amazon iade politikan çok iyi herşey çok hızlı sonuçlanıyor aldığım üründe defo karşılaşmam olan güvenimi azaltıyor 2 ürün aldım gelen üründe ufak tefek cizik mevcuttu ısıyı dışına verdiği için aegis'im talep ettim gelecek üründe sorunla karsilacagim korkuyorum çok yorumda olduğu defolu ürünleri bilerek mi gönderiyorsunuz düşünmeme sebep oldu az para vermiyoruz 1899 tl	1
güvenip almayın aldıktan 2 ay kullanma fırsatım oldu kesinlikle kesinlikle sıcaktık soğukluğuna denemedim soğuk tutsa önemi yok sıcak seviyorum kesinlikle para verip almayın	0
tutma yeri bağlantısı kırık kutu paketleme çok güzel hasarsızdı belli ürün kırık halde paketlendi amazon'un duruma müsaade etmesi hayal kırıklığına uğrattı	1
amazon yazık hasarlı ürün göndermiş hayal kırıklığı amazonun paketleme özensizliğinden kaynaklanıyor termosu test ettim şimdilik sıcak tutuşunda sorun görünmüyor	0
sıcaklığı iyi tutmuyor	1
ürün çoktan aklımdaydı nasip oldu kullanmadım seçtiğim ürün sağlam şekilde belirtilen teslim gününden geldi memnun edici durumdu amazon'dan güvenle ürün alabilirim tavsiye ederim	1
gerçekten beklediğimden çok iyi performans sergiledi denemek sıcak su ekledim üzerinden 4 gün geçti ilk gün sıcak olmamada sıcaklığını hayla koruyordu üstelik ilk gün deneme yaptığımda sabah sıcak su ekledim akşamından sıcak suyla kendimi yaktım şansıma mi ürün denk geldi bilmiyorum vakumlamasın çok iyi çıktı parasını fazlasıyla hak etti aynı anda küçük termos aldım memnun kalmadım iade ettim i̇ade sürecindeyim şuanda onunla ilgili yorum yapamıyorum	1
aldığım 17 saatlik sıcak su denemesi yaptım 17 saat sonunda kahve içilebilecek sıcaktı yeterli gözüküyor paketleme biraz özenli olabilirdi fiyata alınan ürün yetersiz paketleme	1
çok güzel çok kaliteli ürün uzun süre soğutmadan kullanabilirsiniz bahsedildiği 36 saat aynı sıcaklık derecesi tutacağını inanmıyorum alacak arkadaşlar gönül rahatlığıyla alabilir	1
dört dörtlük ürün gerçek klasik alın başınız ağrımaz	0
klasik stanley markalı ürün aşırı iyi kullanışlı soğuğu soğuk sıcağı sıcak tutması aşırı iyi	1
ürün gerçekten harika sıcaklığını çok iyi koruyabiliyor ilk zamanlar biraz büyük gözükse hemen termosun rahatlığına alışıyorsunuz	1
mükemmel termos çok kısa surede elime ulasti urun çok güzel paketlenmiş olmasına kars'ın kapak kisminda ufak ezik yorumlarda sorunu çok sik okumuştum anladigim kadarıyla defolu olarak ayrilmis urunu gönderiyorlar ezik çok ufak olduğu için iade etmek istemedim 1 lt olan seceneginide alois'tim ayni sekilde kapari ezik geldi	0
ürünün kalitesini anlatmaya gerek yok sadece paketleme iyi olabilirdi dışında almak isterseniz kesinlikte tavsiye ederim	1
uzun süre sıcak soğuk tutuyor termos ihtiyacınız mutlaka ürünü alın	0
2 adet aldım üründen faturalarım fiziki olarak mail olarak taraglfıma ulasmadi garanti gerek duyuluyor	1
büyüklüğü iyi piknik ideal ürün bilgisinde belirttiği uzun süre sıcak tutmuyor	1
kargo güzeldi kutu büyük olmuş içine kağıt sıkıştırmışlar biraz küçük korunaklı olabilirdi pat pata sarılı üst kapağı ezik geldi gözüme takılmadığı iade uğraşmadım denemedim orjinal duruyor er kodu kutupayısı sitesinden garanti yapabilirsiniz	0
gönderim yapılırken pat pat naylona sarılması zor olabilir kağıda sarılıp gönderilmesini amazona yakıştıramadım yan tarafında çok küçük ezik termosun performansına bakıp göre hareket edeceğim	0
ürün gayet güzel kaliteli stanley kalitesi paketleme çok kotu büyük boş kutunun içine sarmadan korunaksız şekilde konmuş kutu tamamen ezilmiş ağzı açılmışdi i̇çinde herhangi bu evrak yada bilgilendirme kağıdı çıkmadı allah'tan ürün hasar almamış iade etmedim	0
kargolanma çok hızlı geldi sadece korunaklı kargo yapılsa iyi olabilirdi konuda çok güzel rengi stanley kalitesi tartışılmaz	0
i̇lk kullanımda düşürdüm bardağı çok darbe aldı sağlam bekliyordum sıcaklık vs bakımından stanley kalitesini hissetmiyor	0
ürün çok severek kullandığım ürün burdan aldım ürünün kutusunu açınca kapağında küçük ezik olduğunu fark ettim şeylere takıntılı olunca haliyle canım sıkıldı biraz kullanıma engel durum değil takıntılı insana zor iade etmek istemedim fiyatı artmış amazon yada stanley firması ilgilenirse sevinirim	0
darbeli geldi uygun fiyat iade etmedim	1
uzun yolda 2 kere deneme fırsatım oldu kullandığım termoslara göre oldukça iyi yazıldığı 48 saat sıcak tutmuyor 24 saat içilecek sıcaklık olmuyor ilık çay severim diyenler sorun etmez	1
kalitenin markanın önemi	1
ürün 10 numara gelirken konulduğu kutu büyük içine 3 tane konur etrafında koruyucu hiçbirşey yok ürün kutunun sağa sola çarpmış durmuş paketlemeye keşke biraz özen gösterseydiniz	0
doğa sporu için harika ürün çayı en az birgün soğutmuyor yerli	1
sıcak su denedim i̇yi şekilde sıcak olarak muhafaza etti suyu para verilir mi sorusunu sordum kendime yarı fiyatlı olanı denemekte fayda bence arada en fazla 1-2 saat oynar sıcak-soğuk tutma süresi bakımından yalnız kargo paketleme şimdiye amazon'dan aldığım siparişler arasında en kötüsüydü kutu ezilmişti paket parçalanmıştı kargo firması bantlamış kutunun içi korumasızdı stanley markanın kutusu yokmuş amazon kutusuna tıkıştırılıp gönderilmiş termos zarar görmemişti şekilde gönderilen ürün zarar görür	1
i̇ndirimli aldım başka termos aramaya gerek yok	0
ürün gerçekten son derece güzel orijinal ürün paketleme çok kötü kağıda sarılıp kutuya konmuş sağlam olabilir kutu hasar görse ürün ezilebilirdi	1
ürün kaliteli ambalajı çok kötü	1
kapağında küçükte olsa ezikle geldi taşınırken düşmüş yada biryere çarpmış olabilir sorun olmayacağını düşünüyorum ezik gerçekten küçük	0
ürün elime geçen hafta ulaştı şikayetimi yazdım kabul görmedi termos güzel iyi ürün ambalajlama çok çok kötü tamamen offcide ambalaj elime açılmış olarak ulaştı başka birine teslim edilmedi apartman görevli odasına bırakılmış idi telefon teslim edildi bilgisi geldi	1
termosu çay amaçlı kullanacağım termosu denedim güzel 45 saat sıcaklığını korudu yalnız paketlemesin beğenmedi normal karton kutuya beyaz kanıta sarıp koymuşlar paketleme zayıf artı termosun alt metal köşesi ezik çıktı alman yapan geldiği söylendi kullanma kılavuzu başka belge yok paketlemeyi beğenmedim	1
bilmiyorum üzerinde 45 saat sıcak kalma özelliği diyor en fazla 12 saat kalabiliyor sanırım tam denemiş değilim yaklaşık 16 saat kaynar olan suyu açtığımda normal ılık suydu gün gün geçtikçe saatleri azaltarak sıcaklık ölçüyorum soğukluk evet kalıyor soğuklukta da12 saat soğuk denedim hala buz gibiydi su sıcaklığı maalesef soğutuyor	0
garantisini yapamadım karekod vardı okumadı kapağını düşürmediğimiz halde eziklik oldu gri kısmında ömürlük ürünün 2. kullanımda olması biraz şaşırtıcı oldu temin edebilirim bilmiyorum	1
geldiği gün pikniğe gidip demlediğim çayı koydum içine maalesef saatler hemen soğumuş açtığımızda çok şaşırdık çayın soğumuş olmasına iki kez deneyimleyip iade edip etmemeye karar vereceğim	0
söylendiği gibi 24 saat 32 saat muhafaza etmiyor ısıyı bu denedim 8 saat çay ılık oluyor ürünün görseli sağlamlığı gayet iyi	1
dışında küçük ezik vardı olmasa mutlu olurdum	1
ürün reklamı yapıldığı nede kullanıcı yorumlarında yazıldığı uzun süre suyu sıcak tutmuyor farklı marka çok iyi çay kahve en fazla 12 saat kullanabilirsiniz sıcak suyu doldurup kapak kısmının fazlaca ısınması ilk seferde işaret etmişti ürünü tek sefer deneyimleme şansı bulan kişilerin bence yorum yazmaması gerek	1
ürün derin çizik evde ezik kapak sanki kullanılmış ürün geldi i̇ade değişim başlattım	0
termosa çay 2 saat tadı değişiyor	0
stanley markası kalitesiyle fazla söze gerek yok gayet güzel ürün aras kargo denilen firma ürünü getirip bina girişine bırakmış 30 saniye arayla 2 mesaj atmış yoldayız adreste olduğunuzu teyit ediniz hemen ardından ürün kendisi teslim edildi yazmışlar ürünün başına gelse sorumlusu	0
aldıktan sadece 2 gün indirime girdi amazon'un talep etmeden fiyat farkını hediye çeki olarak geri vermesi gerekir düşünüyorum	1
ürün hızlı geldi kargo kutusu koruyucusuz aşırı yırtılıp ezilmiş şekilde teslim aldım neyseki üründe hasar yoktu fatura kutu içerisinde çıkmadı	0
i̇yi çalışmalar kolay gelsin ürünüm sıkıntısız elime ulaştı faturam yok mail göremedim yardımcı olabilir misiniz	0
soğuk sıcak olarak uzun süre denedim yarım gün zor dayanıyor sıcakta soğukta	0
teslimat çok hızlı kargolanma konusunda özen yoktu kocaman ürünü patpata sarmak zor olamaz	1
mağazadan almak iyi duruyor ürün kaliteli aldım kargoda sıkıntı sarmaya karşılık kapak kısmında eziklikler bulunuyor	1
24 saat sıcak tutar yazmasına 5-6 saat soğutuyor	0
ürün kalitesi tartışılmaz kargo çok kötüydü aldığım ürünlerle tek kargo yapılmış adam akıllı paketlenmemiz	1
ürünü araştırıp aldım güzel deniliyor kargolanma berbat	0
kargolanma güzel değildi	1
kargoyu aldım tam fiyasko kutu param parça olmuş çok kötü kargolanmış üründe sıkıntı yoktu amazon yakışmayan paketleme kargoyu aldığımda fotoğraf çektim yükleyemediğimden paylaşamıyorum ürünün kalitesi tartışılmaz	0
ürünün kendisine diyecek söz yok kullanmadım paketleme kötü pat pata sarılmamış kağıda sarıp kutuya koymuşlar kutu geldiğinde ezilmiş gibiydi termosun bardağında hafif vuruk oluşmuş taşıma esnasında lazım olduğu iade etmeyeceğim özensiz paketleneceğini bilseydim alışveriş yapmazdım	0
kargo paketleme iyi urun orijinal kaydi yapiliyor cay evde denedik özellikle kapak kismina isi buhar veriyor isi kaybı noktada çok ilk 6 saat iyi 10 saatten cay içilemez hal aldı 45 saat öyle birşey mumsun değil evin içinde böyleyse doğada çok çok kotu olacaktır acikcasi ayni performans ucuz markalarda sağlamakta memnun kalmadık	1
termos güzel kullanışlı kargoda sıkıntı gönderen firmada kapağı ezilmişti kargolanma sıfır paketleme sıfır	0
kargo gizli geldi kutuyu akti'm stanley termosu cikardigimda tutma kulpunu tutan vicdanin tanesi elime dostu stanley yakismiyor	0
tasarım ürün kalitesi çok iyi yarı yolda bırakmayacak duruyor	1
teslim aldığım ürünü incelediğimde bardak kapatın ezik olduğunu fark ettim yapabiliriz	1
bebeğim almıştım sıcak su hazır olsun sıcaklığını fazla muhafaza etmiyor kaynar su koyuyorum saat ılımış şekilde	1
değil 48 saat 4 saat sıcak tutmuyor	0
sıcak su içersinde 8 saat kalabildi	1
termos kaliteli olabilir ince kağıda sarıp kutuya koyup göndermişler termos üzerinde adet ezik bulunuyor yüzden 2 yıldız veriyorum	0
ürünü kargo paketinden çıkarttığımda tutma kulcunun alt kısmı hasarlı olarak çıktı kaynak yerinden çıkmış vaziyette tutma kulu kullanılamaz vaziyette yurtdışından aldığım değişim yapamadım i̇ade kabul ediliyor aynı ürünü tekrar almak istediğimde fiyat değişimi nedeniyle an yaklaşık %50 fazla para vermek zorunda kalıyorum nedenle iade yapamadım hasarlı haliyle kullanacağım mecburen termos ilk 24 saat kaynar sıcaklıkta tutuyor 24-48 saat arasında çok sıcak tutuyor	0
ürün kaliteli satıcı firma paketlemeye özen göstermediği ürün kapağı ezik geldi satıcı firma defolu ürün gönderdi i̇ade süreciyle uğraşmak istemediğim kullanacağım alanda fotoğraf ekleme bölümü olsaydı fotoğraf eklerdim yok	1
gelen ürün açıklamada yazdığı 48 saat soğuk performansı olan ürün değildi etiketinde 40 saat yazıyor gidip mağazasında gördüğüm üründe 48 saatti nedenini anlamadım	0
kargo gönderimini beğenmedimtermos koruma kağıdı tarafında termos sarılmamış vaziyette kutunun tarafında termos 5 yıldız kargo 2 yıldız olsun	1
ürün gayet güzel paketleme konusunda amazon'a yakışmayan paketleme yapılmış	1
kapağı darbe görmüş defolu geldi kapağın iki yerinde darbe vardı kullanıma engel olmaz geri iade etmeyeceğim ürünü kullanmadığım yorum yapamayacağım	1
evet arkadaşlar 1.4 1.9 lt olacak şekilde 2 ürün sipariş ettim 1.4 lt olanda problem yok 1.9 olan kapağında hasarlı geldi değişim talep ettim yenisi geldi hasarlı özetle yeşil olan tahminimce elde kalmadı öbürünü gönderip duruyor satıcı rezalet durum yaşamamıştık 1.000 civarındaki ürün 1.500 olmuş iade etsem kaybımı kimse karşılamıyor özetle elimde patladı ürün alırken dikkat edin	0
paketleme kötü ambalajı yok kargo poşeti geldi dünsıcak su doldurdum ertesi gün akşama ılık olmuştu iş görür ürünün altında olması gereken barkod yok garanti yapamadım	0
4 5 kullanım sonrası ısı tutmamaya başladı bakalım garantisi gerçekçi	1
1000 tl verip piyasada en iyi termos alıyorum defolu ürün geliyor gerçekten çok sıkıldım ürün al geri iade et yenisini alana tekrar zam gelsin yenisi alama bu süreçtir satıcı problemi olmasın özellikle amazon’dan al ürünleri kontrol eden kimse yok	1
ürün çiziksiz kırıksız eziksiz teslim alındı içindeki sıvı sıcaklığını doğrudan dışarı veriyor dolayısıyla ısıyı korumuyor tamir değişim amazon distribütör firmaya yönlendiriyor şikayet mesajlarına baktıkları yok 2 haftada 4 mesaj bıraktım arayan soran olmadı distribütörün ilgisizliğini amazon'a bildirdim ses yok tek jenerik e-mail attılar ilgileniyoruz irtibat kuran olmadı şansınıza güveniyorsanız sipariş verin aynı anda aldığım aynı marka termos gayet güzel çalışıyor gün su hala sıcak şans	1
verilen saat sıcacıklık tutma etkisi yok ulaşmaya çalışıyorum ulaşamıyorum iade yardımcı olurumsunuz	0
merhaba ürünü 45 saat sıcak 48 saat soğuk 192 saat buz tutma özelliği aldım gönderilen ürün 45 saat sıcak 2 saat soğuk 8 saat buzlu tutma özelliğine sahip olan eski seri ürün ürünü değişim talep ederek geri gönderdim doğru ürünü göndermeniz temennisiyle	0
15 yıllık markasız termosumuz sıcak tutuyor sadece i̇çini sıcak suyla çalkalıyoruz çayı dökerken kapağı tamamen açmadan döküyoruz 14 saat zor tutuyor para verdiğimize pişman olduk	0
termos güzel paketleme çok kötü koskoca kartona koyup içindede ince kağıt sarılı aldığım sıra kartonda yırtık vardı bardak kısmı eğilmiş iade uğraşmamak iade etmedim	0
ürünü teslim aldım kutusu gayet iyi görünüyordu ezilme yokfakat açıp baktığımda şok oldum defolu ürün konmuş kutuyakapak içine göçmüş şekilde paketlenmişstanley markasına yakışmıyorömür boyu garantisi olan ürün şekilde gönderiliramazon ada yakışmıyor tabimecbur iade edeceğim defosuz isteyeceğim aynı fiyata bulabilecekmiyim bilmiyorum	0
ürün paketlemesi hasarlı amazon satıcısı tarafından gönderildi aldığım stanley dünyanın en iyi markaların dan ürün ezik hasarlı geldi yorumu benden düzenleyip degistirmemi istiyorsunuz kaliteli siteden alisveris yaptığımı sanıyorum ürün şartlar geldiyse şekilde yazmak zorundayım	0
termosa su koyulduğunda dışı aşırı ısınıyor su çok kısa sürede soğuyordu iade talebi oluşturdum dhl kargo şubesine harita üzerinden adana 4 şubeye gittim yer yoktu kahraman maraş takip vardı müşteri hizmetlerini aradım hizmet veriyoruz dediler gidildiğinde binası dahi yoktu i̇skenderun şubesine iade ettim süreçte vakit geçtiğinden 1888 tl ye aldığım ürünün iade ücretinin 1340 il yapılacağı belirtiliyor şube sorunu kaynaklanırken arızalı ürün kaynaklanırken para kaybı yaşıyorum	0
termosun kapağı ezilmiş yamulmuş içine göçük olarak geldi kullanıma uygun değil	0
ürün darbeli çıktı	0
aşırı terleyen biriyim deodorantlar terlememi engellemiyordu denemek istedim diğerlerine göre çok etkili olduğunu düşünüyorum terleme kötü kokmaya karşı büyük oranda etkili güne kullandıklarımın en iyisi oldu mucize beklememek lazım	1
zararlı olduğunu biliyorum yenilemeye vaktiniz imkanınız mutlaka tercih olsun	1
on numara beğendim koku kalmıyor ferah koku gün boyu etkili	0
yıllardır kullandığım en iyi deodorant tek sorunu sıcakta eriyebiliyor plastik kapağın yayılıyor dolayısıyla çabuk bitiyor dik tutarak muhafaza edilmeli seyahatlerde taşınmaması lazım	1
çok terleyen kokunuzdan nefret eden çok ürün deneyip gine'de istediğiniz memnun kalmadıysanız ürün aşırı tavsiyedir evet pahalı ürün arada indirime giriyor stoklayın en az 6 ay gidiyor sürekli kullanmak zorunda değilsiniz en az 2-3 gün dayanıyor	0
i̇çeriği temiz olmasa türki̇ye kullanmali özellikle toplu yerlerde koku ter olmuyor	1
ürünü yıllardır görüyorum almamaya direnmiştim fiyatı yüksek performansı çok iyi gerçekten kokutmuyor tavsiye ederim	1
etkili	1
çok etkili ürün gerçekten uzun süre kullanım olması şaşırttı	1
koku engelleme konusunda çok başarılı kullandığınızda 3-5 de bekleyin kıyafetiniz leke kalabilir	0
ürünün mekanizması anında bozuldu çöp ürün vakit kaybetmeyin bununla gidin adam akıllı rol on alın anında bastım iadeyi	0
urun icerigi inşaat malzemesiyle dolu	1
kokusu güzel tam rezalet yağlar akıyor ilk defa gördüm	1
2 tane aldım tanesinin mekanizması bozuk çıktı çöp oldu ürün	0
2 adet aldığım ürünün birinin mekanizması bozuk çıktı dönüş bekliyorum	0
aşırı kaşınma yapıyor sadece 1 kere kullandım	0
büyük ümitlerle piyasanın en meşhur pahalı deoderantini aldım bozuk ürün gönderildi i̇ade etmek istiyorum	1
satıcı çok hızlı 2 aydır kullanıyorum bu anda koltukaltımda kocaman beze çıktı aynısı ablamda olmuştu gözenekleri tıkadığı sağlıksız kokusu muhteşem maalesef stokladığım halde kullanamayacağım	0
rol on mekanizması bozuk	0
2 tane aldım tsi kırık gönderildi döndürüyorsun gelmiyor	0
memnunum tavsiye ederim	1
farklı markanın ürünlerini kullandım memnun kalmadım ürün gerçekten işini yapıyor tişört üzerinde iz bırakmıyor	1
koku kalite 1 numara	1
zaman kullanıyorum gayet güzel tavsiye ederim	1
gerçekten söylendiği harika ürün stok aldım verilen promosyon kuponlarını değerlendirerek aldığım çok uygun fiyatlı oldu teşekkürler amazon	1
terleme en iyilerden klasik rexona kalitesi	0
sıfır koku tahriş yok kullanımı kolay	0
çok iyi	1
mükemmel	1
kesinlikle kullanılmalı yaz kış fark etmeden mevsimde kullanılabilir	1
terletmemesi çok güzel aşırı terleyenler kesin alsın içeriği değişmiş yıllar aldığım değil alerji yapması cabası oldu markaya geçiş yapacağım	1
ederinin iki katı fiyatta	1
banyodan çıkınca sürersen ter kokusu olmuyor tişörtümün kol altı baya ıslanıyor başka sitelerde terleme olmuyor yazanlar olmuş olmuyor inandırıcı gelmiyor yorumlar	0
seviyorum sürekli alıyorum burda fiyatı sürekli arttığı mutsuzum	1
eğer gün duş alan biriyseniz gereksiz ürün parayı vermenize gerek yok	0
kapağı beyaz sert plastik değiştirdiler üretim maliyetini azaltmışlar	0
çok beğenerek alıyorum indirim bekliyorum	1
üründen 1 yıldız kırmamdaki sebep aşırı fiyatı biraz çabuk bitiyor oluşu sanırım krem yapıda olduğu farkında olmadan fazla ürün kullandırtıyor rol on stick ürünlere göre çabuk biten ürün etkisi çok iyi	1
özellikle spor yapanların çok seveceği ürün kesinlikle ter kokusu yok yapısı kremsi hemen emiliyor kutusuyla saklıyorum bu kullanımdan şişesinin alt tarafında ürünün çok az miktarı eriyip sıvı yağlı yapıda birikiyor ara sıra sızıyor eğer karton ambalajıyla saklarsanız problem yaşamazsınız	0
süre kullandım gerçekten güzel deodorant ter kokusunu gayet iyi engelliyor alttaki çevirme mekanizması bozuldu tarafa çevirirsem çevireyim aşağı yukarı hareket etmiyor içini gördüğüm kadarıyla bitmiş olabilir alalı çok olmadı	1
